rank,id,doctor_id,practice_id,image_url,profile_url,doctor_name,specialization,qualification,college,completion_year,qualification.1,college.1,completion_year.1,experience_years,practice_city,practice_locality,practice_type,practice_name,consultation_fees,summary,recommendation_percent,patients_count,reviews_count,timestamp,position,Unnamed: 26,gender
11,807738,386042,1373409,https://imagesx.practo.com/providers/dr-thamarai-gynecologist-chennai-f8fdff4b-ba96-4356-a9cb-9d3fe07f03ca.jpg,/chennai/doctor/thamarai-gynecologist-obstetrician?practice_id=1373409&specialization=Gynecologist&referrer=doctor_listing&page_uid=b2ae8ffa-b55f-475a-bcad-750daafa1111,Dr. Thamarai,Gynecologist,MBBS,"Government medical college,Mysore",1996,DGO,"Sri Ramachandra University, Chennai",2010.0,28,Chennai,Manapakkam,Clinic,Prolife Maternity and Fertility Hospital,550,"Alumini of Mysore Goverment Medical College.  Obstretican & Gynaecologist. Expertised in Obstetrics & Gynaecology, Ultrasound, Fetal Medicine and Infertility.  Gathered experience and applied the same successfully and continuously in Singapore and India.  Honary Consultant with MNCs. Honaury member with all relevant OG forums.  One among the very few who carries out Consultation, Ultrasound Scan and Fetal Medicine all by herself as well. All in an hour time. Currently with an Internationally top notch fetal medicne organization in Chennai.  Dr.Thamarai Ram is specialized in women's general health, pregnancy, labor and delivery, preconceptional care, prenatal testing, and genetics. maternal-fetal medicine (the care of high-risk pregnancies), reproductive endocrinology and infertility (the study and treatment of the reproductive glands and hormones and the causes of infertility), and urogynecology (treatment of urinary tract and pelvic disorders).  Prolife ObGyn Dr.Thamarai Ram considers her ability to care for women both her calling and an enormous blessing. As a wife and mother of one, she understands the physical and emotional challenges of women today, and knows how to help them maintain health and awareness. She uses empowerment through education, so that the women she treats are partners in their health care decisions -- not just patients.  She particularly wants to ensure that women have access to the most advanced and up to date services. This affords competent care, as well as a wider range of treatment options. One of her passions is ensuring early prenatal care in every pregnancy. According to the March of Dimes, women who obtain adequate prenatal care have a lower incidence of preterm delivery and maternal complications. Her approach assures the best care for both mother and unborn child from the very beginning.  An advocate for her patients who is compassionate about their care, Dr. Thamarai Ram received the Singapore President Award for excellence during SARS.  Dr Thamarai can speak Tamil, English, Kannada and Hindi. She understands Malayalam and Telugu as well.  Delivery and Procedures for the Patients will be carried out in the hospital of patient's choice such as but not limited to Kedar, A4, ANN & Rainbow in accordance to their conditions and requirements.",97.0,228,150,"8/7/2024, 8:16:05 PM",0,,female
12,639677,270283,742800,https://imagesx.practo.com/providers/dr-arun-muthuvel-infertility-specialist-chennai-9e248bad-a92f-4105-8679-070fbddbb0a6.jpg,/chennai/doctor/dr-arun-muthuvel-gynecologist-obstetrician?practice_id=742800&specialization=Gynecologist&referrer=doctor_listing&page_uid=b2ae8ffa-b55f-475a-bcad-750daafa1111,Dr. Arun Muthuvel,Gynecologist,MBBS,Pondicherry University,2010,MS - Obstetrics & Gynaecology,"Sri Ramachandra Medical College and  Research Institute (SRMC) Madras, India",2014.0,14,Chennai,Adyar,Hospital,Iswarya Fertility Centre,500,"Dr. Arun Muthuvel had done MBBS, MS (OBGYN), MCh - Reproductive Medicine and Surgery,  is an Infertility Specialist, Gynaecologist, Obstetrician & Laparoscopic Surgeon  – Chennai. He is among the very few doctors in India to have IVF Super Speciality with MCh degree in Infertility. He practises at Adyar, Chennai. Male Infertility, Andrology, Sexual Medicine, Fertility Doctor, IUI, IVF, PGD are some of the treatments offered.",96.0,92,38,"8/7/2024, 8:16:05 PM",1,,male
13,661292,708393,1168438,https://imagesx.practo.com/providers/dr-bobby-m-gynecologist-chennai-6d2157ba-d297-440e-8f44-dbfd1dfaba82.jpg,/chennai/doctor/bobby-m-gynecologist-obstetrician?practice_id=1168438&specialization=Gynecologist&referrer=doctor_listing&page_uid=b2ae8ffa-b55f-475a-bcad-750daafa1111,Dr. Bobby M,Gynecologist,MBBS,The tamilnadu Dr.MGR Medical university,2002,MD - Obstetrics & Gynaecology,"Madras Medical College, Chennai",2008.0,22,Chennai,Thoraipakkam,Clinic,Prime Ortho and Shoulder Care,750,"Dr.Bobby Mathiyarasu completed her MBBS in 2001, also has received various awards including Indian Medical Association awards for excellence in Medicine , Obstetrics and Gynaecology. She was one of the Top Ten Rankers in PG Entrance ,thereby successfully did her MD in Obstetrics and Gynaecology (OG) in Institute of Obstetrics and Gynaecology  (IOG,MMC) 2005.  Then left to UK in 2008 and got further trained in Obstetrics and Gynaecology in reputed Hospitals of NHS UK. Work places were - James Cook University Hospital of Middlesbrough, Queen Elizabeth Hospital of Gatestead, Nottingham City Hospital of Midlands, George Eliot Hospital Nuneaton in Midlands and Doncaster & Bassetlaw Hospitals in Yorkshire. Further, she successfully completed MRCOG (London,UK) and thereby she is a Member of Royal College of Obstetrics and Gynaecology UK. Further had experience in Infertility care in Care Fertility Centre , Sheffield (UK) in April 2017.  She has Special interest in PCOD and Gynaecology. She is keen to follow evidence based medicine, up to date practice and more of relevant conservative approaches.  Her Schedule is as follows Apollo Cradle Karapakkam, OMR – Mon – Sat ( 9.00 to 11.00 AM) Prime Ortho and Shoulder Care Clinic – Mon – Sat ( 11.00 – 13.30 PM)",100.0,73,59,"8/7/2024, 8:16:05 PM",2,,female
14,632105,658039,1190014,https://imagesx.practo.com/providers/dr-niveditha-v-c-gynecologist-chennai-76e26656-05b9-4db2-a975-45b4daea0f7c.jpg,/chennai/doctor/niveditha-v-c-gynecologist-obstetrician?practice_id=1190014&specialization=Gynecologist&referrer=doctor_listing&page_uid=b2ae8ffa-b55f-475a-bcad-750daafa1111,Dr. Niveditha V C,Gynecologist,MBBS,"Kilpauk Medical College, Chennai",2011,MS - Obstetrics & Gynaecology,"Madras Medical College, Chennai",2016.0,13,Chennai,Kolathur,Clinic,The Hive Fertility Clinic & Women's Center,400,"Dr.Niveditha, Co-Founder & Director of The Hive Fertility Clinic & Women's Center is a highly   passionate and skilled Gynaecologist and Fertility Consultant, with over 13 years of experience in various hospitals across India. She pursued under- graduation  from Government Kilpauk Medical College, Chennai and her masters from the Prestigious Institute of Obstetrics and Gynaecology, Madras Medical College, Chennai. She is also a member of The Royal College of Obstetricians and Gynaecologists (MRCOG), London. Dr Niveditha then went on to complete her fellowship in Reproductive Medicine and Endocrinology in OSHREM (Oasis School for Human Embryology and Reproductive Medicine) and in Minimal Access  Surgery (FMAS) from the World Laparoscopy Hospital, to cultivate her expertise in fertility and enhancing endoscopic surgeries.  She now specializes  in treating various cases of female/male infertility, ovarian PRP, endometrial PRP, endometriosis management, recurrent implantation failure, fertility preservation, etc.  Dr. Niveditha is an avid academician who regularly participates in various medical conferences & workshops related to Fertility advancements. She looks forward to the latest and proven data in the field of fertility, to incorporate the same to her patients for promising treatments and results. She is also known for her empathetic and personalized care for her patients. Her vision is to help people achieve their dreams of parenthood with her clinical expertise and  comprehensive quality treatments at an affordable cost.",98.0,327,260,"8/7/2024, 8:16:05 PM",3,,female
15,688322,753841,1263290,https://imagesx.practo.com/providers/dr-keerthana-ashwin-gynaecological-endoscopist-chennai-7b55ecbd-cbce-49ad-b742-9fb1cc6623cd.jpg,/chennai/doctor/dr-keerthana-5-endoscopist?practice_id=1263290&specialization=Gynecologist&referrer=doctor_listing&page_uid=b2ae8ffa-b55f-475a-bcad-750daafa1111,Dr. Keerthana Ashwin,Gynecologist,MS - Obstetrics & Gynaecology,"Sri Ramachandra University, Chennai",2019,MBBS,"Stanley Medical College & Hospital , Chennai",2014.0,10,Chennai,Sholinganallur,Clinic,Dhiya Fertility and Maternity Clinic,650,"Dr.Keerthana Ashwin MBBS MS(OG) DMAS FMAS.  Dr.Keerthana Ashwin is a graduate in obstetrics and Gynaecology and specialist in minimal access surgeries such as hysteroscopy, laparoscopy for Gynaecological problems and diseases. This Stanley medical college alumnus specializes in maternity care, pregnancy problems, infertility, ultrasound in obstetrics and gynecology, keyhole surgeries for Gynaecological pathologies. She is an enthusiast and has presented several papers at different state and international conferences. She was awarded a medal for best research paper at the FEMM international conference 2018 held at Mumbai, India. She has completed her Fellowship and Diploma in Minimal access surgery from the World Laparoscopy hospital accredited by the SAGES and passed the competitive practical exams as  Top Gun of the batch.",98.0,115,87,"8/7/2024, 8:16:05 PM",4,,female
16,479481,524331,1050332,https://imagesx.practo.com/providers/dr-s-sharada-gynecologist-chennai-d0bf6e81-467e-464e-9d9f-81d913f2cb79.jpg,/chennai/doctor/user-67-gynecologist-obstetrician?practice_id=1050332&specialization=Gynecologist&referrer=doctor_listing&page_uid=b2ae8ffa-b55f-475a-bcad-750daafa1111,Dr. S. Sharada,Gynecologist,MBBS,"Gandhi Medical College, Hyderabad",2001,MD - Obstetrics & Gynaecology,"Govt. Maternity Hospital, Nayapul, Hyderabad",2004.0,23,Chennai,Perungudi,Clinic,Sanjeevani Clinic,500,"Dr. S. Sharada is an obstetrician,  gynecologist specialist with 12 years experience. She practices at Sanjeevani Clinic in Perungudi, Chennai and Global Hospital in Perumbakkam, Chennai. She completed MBBS from Gandhi Medical College, Hyderabad in 2001 and MD - Obstetrics & Gynaecology from Govt. Maternity Hospital, Nayapul, Hyderabad in 2004. She is interested in gynecological work, laparoscopy, infertility, and ultrasound.  She is a member of Indian Medical Association (IMA) and Federation of Obstetrics and Gynaecological Societies of India (FOGSI).",99.0,162,94,"8/7/2024, 8:16:05 PM",5,,female
17,608739,418730,1142185,https://imagesx.practo.com/providers/dr-anitha-m-laparoscopic-surgeon-obs-gyn-chennai-62c4421b-df3b-4b01-b819-39e8652fa6ba.jpg,/chennai/doctor/anitha-m-gynecologist-obstetrician?practice_id=1142185&specialization=Gynecologist&referrer=doctor_listing&page_uid=b2ae8ffa-b55f-475a-bcad-750daafa1111,Dr. Anitha M,Gynecologist,MS - Obstetrics & Gynaecology,"Sri Ramachandra University, Chennai",2008,MBBS,"Sri Ramachandra Medical College and  Research Institute (SRMC) Madras, India",2004.0,19,Chennai,KK Nagar,Hospital,SM Hospital,500,,100.0,129,111,"8/7/2024, 8:16:05 PM",6,,female
18,672498,422634,1132595,https://imagesx.practo.com/providers/dr-meera-ragavan-obstetrician-chennai-c9ecf882-e98f-44ac-a945-751e4b0091ca.jpg,/chennai/doctor/dr-meera-raghavan-gynecologist-obstetrician?practice_id=1132595&specialization=Gynecologist&referrer=doctor_listing&page_uid=b2ae8ffa-b55f-475a-bcad-750daafa1111,Dr. Meera Ragavan,Gynecologist,MBBS,"MADCH, MGR Medical University",1996,MD - Obstetrics & Gynaecology,"PGIMER, Chandigarh, India",2000.0,28,Chennai,Alwarpet,Hospital,Apollo Spectra Hospital,1000,"Dr. Meera Ragavan is an alumni of Madras Medical college with 32 Gold medals including the most prestigious Johnstone Gold Medal. She trained and worked in Obstetrics and Gynecology at PGI Chandigarh, JIPMER and Manchester, UK. She worked as a Consultant Obs and Gynec in South Manchester University Teaching Hospitals, UK.    ",80.0,20,13,"8/7/2024, 8:16:05 PM",7,,female
19,736668,889411,1149997,https://imagesx.practo.com/providers/dr-v-vasanthi-gynecologist-chennai-8be54cc7-8e17-43ce-9e1c-0c8283d338dc.jpg,/chennai/doctor/v-vasanthi-gynecologist-obstetrician?practice_id=1149997&specialization=Gynecologist&referrer=doctor_listing&page_uid=b2ae8ffa-b55f-475a-bcad-750daafa1111,Dr. V Vasanthi,Gynecologist,MBBS,Annamalai Universtiy,2008,DGO,"Sri Ramachandra University, Chennai",2012.0,16,Chennai,Kolathur,Clinic,Swasam Speciality Clinic,600,,96.0,23,18,"8/7/2024, 8:16:05 PM",8,,female
20,561591,393806,1129485,https://imagesx.practo.com/providers/dr-srikala-prasad-gynecologist-chennai-6d757ecb-ec33-4219-ad47-1a0ee463e970.jpg,/chennai/doctor/srikala-prasad-gynecologist-obstetrician?practice_id=1129485&specialization=Gynecologist&referrer=doctor_listing&page_uid=b2ae8ffa-b55f-475a-bcad-750daafa1111,Dr. Srikala Prasad,Gynecologist,MBBS,"Kilpauk Medical College,DR.MGR Medical University",1988,MD - Obstetrics & Gynaecology,"Kilpauk Medical College,DR.MGR Medical University",1997.0,33,Chennai,Vanagaram,Hospital,Apollo Speciality Hospital,1000,Obstetrician and gynecologist who has done superspecialisation in Urology / Genitourinary surgery. Specialist obstetrician including high risk Obstetrics and specialist gynecologist including laparoscopic surgeries.  Specialist in incontinence surgeries and all Urogynecological surgeries. Dedicated to care of women.,98.0,204,114,"8/7/2024, 8:16:05 PM",9,,female
21,641916,400117,1143085,https://imagesx.practo.com/providers/dr-radhika-meka-gynecologist-chennai-f517a688-5341-4995-8621-c26a1afafe20.jpg,/chennai/doctor/radhika-gynecologist-obstetrician?practice_id=1143085&specialization=Gynecologist&referrer=doctor_listing&page_uid=73785e26-291f-4222-9cb8-7a8e1b96f150,Dr. Radhika Meka,Gynecologist,MBBS,Annamalai Universtiy,1998,DGO,MAHER UNIVERSITY,2003.0,26,Chennai,Kilpauk,Hospital,Parampara Fertility & Gynaec Centre,500,"Dr. Radhika Meka is a distinguished figure in the field of gynecology and reproductive medicine, boasting two decades of expertise in her practice. Currently serving as the Medical Director of Parampara Fertility and Gynaec Centre, she leads a proficient team renowned for their excellence in cutting-edge reproductive treatments. Specializing in a spectrum of advanced techniques including IUI, IVF, ICSI, and reproductive surgeries, Dr. Radhika Meka is committed to providing comprehensive care in reproductive medicine. Under her leadership, Parampara Fertility has witnessed remarkable success in fertility treatments, with a focus on enhancing fertility through endoscopic procedures. Dr. Meka's proficiency extends to advanced laparoscopy, for which she received training from the Royal College of Obstetricians and Gynecologists in England. A member of the Royal College of Obstetricians and Gynecologist (MRCOG), she completed her Post-Graduate studies in Obstetrics and Gynecology at Kasturba Medical College (MAHE University), Mangalore, following her MBBS from Rajaiah Muthaiah College, Annamalai University, Chennai. Dr. Radhika Meka's expertise also encompasses ultrasound, enabling her to conduct follicular study scans for IVF patients, early pregnancy assessments, and detection of abnormal growths. Her passion for research-oriented activities and academic endeavors underscores her commitment to advancing the field of reproductive medicine. Throughout her 22-year clinical journey, Dr. Radhika Meka has provided compassionate care to countless infertility patients, prioritizing their well-being with a dedicated and ethical approach. Known for her friendly demeanor and practical guidance, she instills confidence and satisfaction in her patients, fostering trust through her personalized treatments.",95.0,22,9,"8/7/2024, 8:16:05 PM",0,,female
22,865273,971251,1426210,https://imagesx.practo.com/providers/dr-karthikha-gynecologist-chennai-de1ec33f-9c97-4997-bed1-c895eaab5b15.jpg,/chennai/doctor/karthikha-gynecologist-obstetrician?practice_id=1426210&specialization=Gynecologist&referrer=doctor_listing&page_uid=73785e26-291f-4222-9cb8-7a8e1b96f150,Dr. Karthikha,Gynecologist,MBBS,The Tamil Nadu Dr. M.G.R. Medical University (TNMGRMU),2012,DGO,The Tamil Nadu Dr. M.G.R. Medical University (TNMGRMU),2015.0,12,Chennai,T Nagar,Clinic,Gastro And Gynec Clinic,700,"Dr. Karthikha. R. Is a gynecologist, laparoscopic surgeon and fertility specialist practicing at GEM Hospital and Research Centre and HIVE Fertility Clinic at Perungudi in Chennai. She completed her MBBS from Govt. Kilpauk Medical College, Chennai, DGO from the prestigious Institute of Obstetrics and Gynecology, Madras Medical College, Chennai and DNB(OG) from Southern Railways Headquarters Hospital, Chennai, National Board of Examinations. Her interest in minimally invasive surgery led her to do a laparoscopic gynec postdoctoral fellowship from the prestigeous GEM HOSPITAL AND RESEARCH CENTRE , Coimbatore and worked there for 1 year. Her special interests are laparoscopic surgery, fertility, benign gynecology and urogynecology.",100.0,24,16,"8/7/2024, 8:16:05 PM",1,,female
23,447703,502589,1129485,https://imagesx.practo.com/providers/dr-suvarna-p-gynecologist-chennai-22a22658-5dae-4438-a512-fc022e2a63a4.jpg,/chennai/doctor/suvarna-p-gynecologist-obstetrician?practice_id=1129485&specialization=Gynecologist&referrer=doctor_listing&page_uid=73785e26-291f-4222-9cb8-7a8e1b96f150,Dr. Suvarna P,Gynecologist,MBBS,"Madras Medical College,DR.MGR Medical University",1995,MD - Obstetrics & Gynaecology,"Rajah muthaih Medical college ,Annamalai University",2003.0,29,Chennai,Vanagaram,Hospital,Apollo Speciality Hospital,1000,"Dr Suvarna P is a distinguished Obstetrician and Gynaecologist with over  years of experience, making her a trusted name in women's health. She holds an MBBS, MD in Obstetrics and Gynaecology (OBG), and DNB. Dr Suvarna is known for treating conditions like adenomyosis, endometriosis, fertility issues, menopause, and morning sickness. As an Obstetrician and Gynaecologist, she offers a range of procedures, including laparoscopic surgery, ultrasound scans for pregnancy monitoring, hysterectomy, caesarean sections (C-sections), and infertility treatments.",100.0,6,4,"8/7/2024, 8:16:05 PM",2,,female
24,622354,643947,1180237,https://imagesx.practo.com/providers/dr-jayashree-sharma-gynecologist-chennai-f09b6307-7041-4a06-ba57-ea4a0b396cad.jpg,/chennai/doctor/jayashree-sharma-obstetrics-gynecology?practice_id=1180237&specialization=Gynecologist&referrer=doctor_listing&page_uid=73785e26-291f-4222-9cb8-7a8e1b96f150,Dr. Jayashree Sharma,Gynecologist,MBBS,Tanjore Medical College,1997,MRCOG(UK),"Royal College of Obstetrics and Gynecology, U.K",2010.0,27,Chennai,West Mambalam,Clinic,Quality Qure Ladies Speciality Clinic,650,"Dr. Jayashree sharma is a Gynecologist,Obstetrician and Infertility Specialist in Kodambakkam, Chennai and has an experience of 21 years in these fields. Dr. Jayashree sharma practices at Quality Qure Ladies Speciality Clinic in Kodambakkam, Chennai and Saroja hospital in Kodambakkam, Chennai. She completed MBBS from Tanjore Medical College in 1997,MRCOG(UK) from Royal College of Obstetricians and Gynaecologists, London in 2010 and DGO from Trinity College, University Of Dublin, Ireland in 2005. Some of the services provided by the doctor are: Pre and Post Delivery Care,Obstetrics / Antenatal Care,Laparoscopic Surgery (Obs & Gyn),In-Vitro Fertilization (IVF) and Infertility Evaluation / Treatment etc",99.0,129,87,"8/7/2024, 8:16:05 PM",3,,female
