rank,id,doctor_id,practice_id,image_url,profile_url,doctor_name,specialization,qualification,college,completion_year,qualification.1,college.1,completion_year.1,experience_years,practice_city,practice_locality,practice_type,practice_name,consultation_fees,summary,recommendation_percent,patients_count,reviews_count,timestamp,position,Unnamed: 26,gender
11,843884,950635,1186180,https://imagesx.practo.com/providers/dr-suman-kumar-banik-orthopedic-surgeon-hyderabad-81ca7a59-1992-4594-ab26-7aaf5bfe7091.jpg,/hyderabad/doctor/dr-suman-kumar-banik-orthopedist?practice_id=1186180&specialization=Orthopedist&referrer=doctor_listing&page_uid=6b431ead-8ac7-4bf7-bdeb-f4897311282c,Dr. Suman Kumar Banik,Orthopedist,MBBS,Dr. NTR University of Health Sciences Andhra Pradesh,2007,Diploma in Orthopaedics,Dr. NTR University of Health Sciences Andhra Pradesh,2014,17,Hyderabad,Begumpet,Hospital,Medicover Hospitals,600,,100.0,2,0,"8/7/2024, 6:46:09 PM",0,,male
12,874278,1079177,1433287,https://imagesx.practo.com/providers/dr-sandeep-manthena-orthopedic-surgeon-hyderabad-bc06ff16-71e7-4535-892d-968b01e4e687.jpg,/hyderabad/doctor/sandeep-manthena-orthopedist?practice_id=1433287&specialization=Orthopedist&referrer=doctor_listing&page_uid=6b431ead-8ac7-4bf7-bdeb-f4897311282c,Dr. Sandeep Manthena,Orthopedist,MBBS,Dr. NTR University of Health Sciences Andhra Pradesh,2004,DNB - Orthopedics/Orthopedic Surgery,"DNB board, New Delhi",2020,20,Hyderabad,Kukatpally,Clinic,My Health Hospital,600,"Dr. Sandeep Manthena, a consultant at My Health Super Specialty Hospital in Hyderabad, brings over 15 years of experience as a senior orthopedic surgeon. Renowned for his expertise in trauma and joint replacement surgeries, Dr. Manthena has consistently demonstrated exceptional skill and dedication in his field. His commitment to patient care and surgical excellence has earned him a distinguished reputation, making him a trusted name in orthopedic surgery. Dr. Manthena's proficiency in handling complex cases and his compassionate approach ensure optimal outcomes for his patients, solidifying his standing as a leading orthopedic consultant.",100.0,1,1,"8/7/2024, 6:46:09 PM",1,,male
13,663458,711377,671126,https://imagesx.practo.com/providers/dr-v-v-satyanarayana-orthopedic-surgeon-hyderabad-387d63fe-47fc-484d-897d-6c89b8c09d25.jpg,/hyderabad/doctor/v-v-satyanarayana-orthopedist?practice_id=671126&specialization=Orthopedist&referrer=doctor_listing&page_uid=6b431ead-8ac7-4bf7-bdeb-f4897311282c,Dr. V V Satyanarayana,Orthopedist,MBBS,Vinayaka Missions Medical College,2008,MS - Orthopaedics,Sri Devaraj Urs Academy Of Higher Education And Research,2013,16,Hyderabad,LB Nagar,Hospital,Gleneagles Aware Hospital,650,"Dr. V V Satyanarayana is a Orthopedist in LB Nagar, Hyderabad and has an experience of 16 years in this field. Dr. V V Satyanarayana practices at Aware Gleneagles Global Hospitals in LB Nagar, Hyderabad. He completed MBBS from Vinayaka Missions University, Salem in 2003,MS - Orthopaedics from Devaraj URS Medical College - Kolar in 2013 and Mch - Orthopedics from University of Dundee (U.K) in 2016",100.0,1,1,"8/7/2024, 6:46:09 PM",2,,male
14,901656,120007,1267476,https://imagesx.practo.com/providers/dr-asif-haneef-orthopedic-surgeon-hyderabad-78b17edc-67ee-443d-8d28-2f9895b5c51b.jpg,/hyderabad/doctor/dr-asif-haneef-orthopedist-orthopedist?practice_id=1267476&specialization=Orthopedist&referrer=doctor_listing&page_uid=6b431ead-8ac7-4bf7-bdeb-f4897311282c,Dr. Asif Haneef,Orthopedist,MBBS,Dr. NTR University of Health Sciences Andhra Pradesh,2006,MS - Orthopaedics,"Gandhi Medical College, Hyderabad",2011,18,Hyderabad,Langar Houz,Clinic,"Renova Hospital, Langar House",500,,100.0,5,3,"8/7/2024, 6:46:09 PM",3,,male
15,55422,110907,1131614,https://imagesx.practo.com/providers/dr-ajay-kumar-tiwari-orthopedic-surgeon-hyderabad-bb9cf1be-6346-43db-9905-20a7390c8e69.jpg,/hyderabad/doctor/dr-ajay-kumar-tiwari-orthopedist-orthopedist?practice_id=1131614&specialization=Orthopedist&referrer=doctor_listing&page_uid=6b431ead-8ac7-4bf7-bdeb-f4897311282c,Dr. Ajay Kumar Tiwari,Orthopedist,MBBS,GULBARGA UNIVERSITY,1998,Diploma in Orthopaedics,University of Pune,2002,26,Hyderabad,Somajiguda,Hospital,The Deccan Hospital,700,,100.0,2,1,"8/7/2024, 6:46:09 PM",4,,male
16,901615,1112219,662073,https://imagesx.practo.com/providers/dr-g-kishore-orthopedic-surgeon-hyderabad-920bcb0c-c0ca-47e5-bdc2-1525bc2f52eb.jpg,/hyderabad/doctor/dr-g-kishore-orthopedist?practice_id=662073&specialization=Orthopedist&referrer=doctor_listing&page_uid=6b431ead-8ac7-4bf7-bdeb-f4897311282c,Dr. G Kishore,Orthopedist,MBBS,Dr. NTR University of Health Sciences Andhra Pradesh,2005,MS - Orthopaedics,Dr. NTR University of Health Sciences Andhra Pradesh,2012,19,Hyderabad,Dilsukhnagar,Hospital,Sreshta Sri Kamala Hospitals,500,,,1,0,"8/7/2024, 6:46:09 PM",5,,male
17,901616,1112207,662073,https://imagesx.practo.com/providers/dr-suneel-pendurthi-orthopedic-surgeon-hyderabad-f1e31e0d-b4e6-419b-9a4d-d3143a75db4a.jpg,/hyderabad/doctor/dr-suneel-pendurthi-orthopedist?practice_id=662073&specialization=Orthopedist&referrer=doctor_listing&page_uid=6b431ead-8ac7-4bf7-bdeb-f4897311282c,Dr. Suneel Pendurthi,Orthopedist,MBBS,Dr. NTR University of Health Sciences Andhra Pradesh,2009,MS - Orthopaedics,Dr. NTR University of Health Sciences Andhra Pradesh,2014,15,Hyderabad,Dilsukhnagar,Hospital,Sreshta Sri Kamala Hospitals,500,,,0,0,"8/7/2024, 6:46:09 PM",6,,male
18,492998,424853,1027841,https://imagesx.practo.com/providers/dr-ragi-prasad-joint-replacement-surgeon-hyderabad-f0142326-2c8e-40cc-90d8-f85453af76e6.jpg,/hyderabad/doctor/dr-ragi-prasad-2-orthopedist?practice_id=1027841&specialization=Orthopedist&referrer=doctor_listing&page_uid=6b431ead-8ac7-4bf7-bdeb-f4897311282c,Dr. Ragi Prasad,Orthopedist,MBBS,Jagadguru Jayadeva Murugarajendra Medical College (JJMMC),2000,MS - Orthopaedics,Jagadguru Jayadeva Murugarajendra Medical College (JJMMC),2004,22,Hyderabad,Kukatpally,Hospital,OMNI Hospitals,500,"Dr. Ragi Prasad is a Chief Joint Replacement And Orthopedic Surgeon With More Than A Decade Experience And Worked At Prestigious Institutions Like NIMS In Hyderabad And University Klinikum, Mannheim, Germany. Has Special Interest In Treating Knee Related Problems. Performed And Participated In  5000 Orthopedic Surgeries And Treated More Than 25,000 Out Patients. ",84.0,25,11,"8/7/2024, 6:46:09 PM",7,,male
19,385661,450188,895742,https://imagesx.practo.com/providers/dr-ajay-kumar-paruchuri-spine-surgeon-ortho-hyderabad-a9b234b9-28e2-466f-b40e-b492f4021c4f.jpg,/hyderabad/doctor/ajay-kumar-paruchuri-orthopedist?practice_id=895742&specialization=Orthopedist&referrer=doctor_listing&page_uid=6b431ead-8ac7-4bf7-bdeb-f4897311282c,Dr. Ajay Kumar Paruchuri,Orthopedist,MBBS,University of 	Kathmandu,2003,MS - Orthopaedics,Sardar Patel Post Graduate Institute of Dental  Medical Sciences,2007,21,Hyderabad,Kukatpally,Clinic,Ajay Orthopedic Clinic,600,"Dr. Ajay Kumar Paruchuri after completion of P.G from Sardar Patel University as best outgoing P.G in Orthopedics joined Nizam Institute of Medical Sciences as a Senior Registrar with PadmaShri Prof. L. Narendranath and Dr. V. Surya Prakash Rao during his tenure at Nizam Institute of Medical Sciences performed complex trauma, assisted various Joint-preserving and replacement surgeries.   Also worked with Prof. V.B.N Prasad (Head of Department) Orthopedic Surgeon. Assisted him in various Hip and Knee Reconstructive surgeries.  He has vast experience with Ilizarov Ring Fixture for deformation correction and Limb Lengthening. During the course of work as Junior, Consultant with Dr. J.C Pingle in Apollo Hospital performed various Joint Replacement procedures and Arthroscopy procedures. During his fellowship program in the United Kingdom under Prof. Carlos Wigderowitz who was eminent Upper Limb, Reconstructive Surgeon assisted his various surgeries.  Dr. Ajay Kumar educates and tries to understand the problem of the patient before treating and providing the necessary surgery. He performed about 2000 Joint Replacement and Arthroscopic Reconstructive Surgeries. He is also specified in Micro Endoscopy Discectomies.",95.0,469,163,"8/7/2024, 6:46:09 PM",8,,male
20,190153,286615,701311,https://imagesx.practo.com/providers/dr-sushanth-m-v-orthopedic-surgeon-hyderabad-7985101d-a6e3-4058-9cd1-26899fc2fedf.jpg,/hyderabad/doctor/kasturi-hospital-orthopedist?practice_id=701311&specialization=Orthopedist&referrer=doctor_listing&page_uid=6b431ead-8ac7-4bf7-bdeb-f4897311282c,Dr. Sushanth M. V.,Orthopedist,MBBS,"Osmania Medical College, Hyderabad",1999,MS - Orthopaedics,"Osmania Medical College, Hyderabad",2004,25,Hyderabad,Secunderabad,Hospital,Kasturi Multispeciality Hospital,600,Dr. Sushanth M.V. is a well known Orthopaedic Surgeon. He has about 15+ years of experience in his respective field and he looks after 2 branches with different timings. Worked in the UK till 2007. Started Kasturi Clinic in Anandbagh in November 2008. Dr. Sushanth M. V. is practicing in Kasturi Orthopaedic & Fracture Clinic.,88.0,114,58,"8/7/2024, 6:46:09 PM",9,,male
21,661885,12412,1237373,https://imagesx.practo.com/providers/dr-manjunath-reddy-g-orthopedic-surgeon-hyderabad-aee9d002-0177-4e1c-af27-adf28fa86fac.jpg,/hyderabad/doctor/dr-g-p-manjunath-reddy-orthopedist-orthopedist?practice_id=1237373&specialization=Orthopedist&referrer=doctor_listing&page_uid=bad2f9fc-8012-4ea5-adba-463a5eb5b17c,Dr. Manjunath Reddy G,Orthopedist,MBBS,Sri Siddhartha Medical College & Research,2001,DNB - Orthopedics/Orthopedic Surgery,"National Board of Examination, India",2011,23,Hyderabad,KPHB,Clinic,Universal Clinics,700,"Dr Manjunath Reddy G is a absolutely Warm, Intensive Care, top Notch Treatment and a very strong bias towards unmatched Healthcare Experience are the few things that can be said about Dr Manjunath. Apart from being one of the most qualified Doctors ,Dr. Manjunath also Is noted for the kind of attentive and caring treatment that he provides. He makes sure he gives ample to every single patient, understands the concern and always strives to provide a very transparent yet appropriate solution all throughout his professional Endevours. Inspite of him being notable and well read he is a student for life and makes sure he learns from and contributes to the Healthcare Community all the time and can constantly be seen at various International Conferences around the World and India. With more than 10 Years of a brilliant professional career he is trustworthy and just the right person to go to in times of your need. He specializes in trauma and Joint Replacement Surgery and also Handles High Profile Cases very well. You can go ahead and Book an Appointment with him right away and Experience the Best of Healthcare Hospitality.",87.0,109,53,"8/7/2024, 6:46:09 PM",0,,male
22,495505,502952,1071916,https://imagesx.practo.com/providers/dr-b-srinivas-orthopedic-surgeon-hyderabad-de5d9dc5-c452-483f-ad08-f1bb9814dd19.jpg,/hyderabad/doctor/b-srinivas-orthopedist?practice_id=1071916&specialization=Orthopedist&referrer=doctor_listing&page_uid=bad2f9fc-8012-4ea5-adba-463a5eb5b17c,Dr. B. Srinivas,Orthopedist,MBBS,SVS Medical College - Mahaboob Nagar,2006,MS - Orthopaedics,"Narayana Medical College, Nellore",2011,17,Hyderabad,Vanasthalipuram,Clinic,"J.S. Hospitals - Ortho, Maternity and General (formerly Srinivasa Ortho and Maternity Clinic)",350,,92.0,36,21,"8/7/2024, 6:46:09 PM",1,,male
23,671133,6997,895537,https://imagesx.practo.com/providers/dr-sharat-kumar-p-orthopedic-surgeon-hyderabad-c811bf31-98ae-4236-88af-a6ea6d24c102.jpg,/hyderabad/doctor/dr-sharat-kumar-p-orthopedist?practice_id=895537&specialization=Orthopedist&referrer=doctor_listing&page_uid=bad2f9fc-8012-4ea5-adba-463a5eb5b17c,Dr. Sharat Kumar P,Orthopedist,MS - Orthopaedics,GULBARGA UNIVERSITY,1992,MBBS,University of Kashmir,1987,37,Hyderabad,Chanda Nagar,Clinic,Apollo Clinic,1050,"Dr. Sharat Kumar P is Knee Hip and Sports Surgeon working in Apollo Health City. Served as consultant for Rugby Football League UK, Sports doctor for Manchester Common Wealth Games and liaison doctor for IPL Mumbai Indians team.       Dr. Sharat Kumar P has 24 years of Orthopedic experience including 10 years in the UK and worked in centers of excellence including Glasgow University Hospitals, Aberdeen University. Hospitals and Worthing hospitals he has special interest and experience in Joint Replacement [Knee and Hip], Arthroscopy [Knee, Shoulder, Ankle, Hip, and Elbow] and Sports Surgery. He has publications and presentations and served as faculty in numerous Orthopedic meetings. He was also a scientific committee member in sports medicine symposium in Cannes, France.",80.0,108,45,"8/7/2024, 6:46:09 PM",2,,male
24,683891,627363,1148357,https://imagesx.practo.com/providers/dr-murahari-p-spine-surgeon-ortho-hyderabad-7040d279-5310-4928-a073-543f91620a2b.jpg,/hyderabad/doctor/dr-murahari-p-spine-surgeon?practice_id=1148357&specialization=Orthopedist&referrer=doctor_listing&page_uid=bad2f9fc-8012-4ea5-adba-463a5eb5b17c,Dr. Murahari P,Orthopedist,MS - Orthopaedics,Rajiv Gandhi University of Health Sciences,2011,MBBS,Rajiv Gandhi University of Health Sciences,2007,17,Hyderabad,Manikonda,Clinic,Apollo Clinic,750,,94.0,35,12,"8/7/2024, 6:46:09 PM",3,,male
25,737070,889865,1309175,https://imagesx.practo.com/providers/dr-k-gopinath-orthopedic-surgeon-hyderabad-449f170b-410a-4c28-b74b-1e4b0ff849d2.jpg,/hyderabad/doctor/dr-gopinath-13-orthopedist?practice_id=1309175&specialization=Orthopedist&referrer=doctor_listing&page_uid=bad2f9fc-8012-4ea5-adba-463a5eb5b17c,Dr. K Gopinath,Orthopedist,MBBS,Maharashtra Institute of Medical Education & Research (MIMER),2002,M.Ch - Orthopaedics,American Institute of Medicine,2013,22,Hyderabad,Malakpet,Hospital,KGH The Family Hospital,600,"Dr. K Gopinath a consultant orthopedic and joint replacement surgeon  at KGH The family hospital Malakpet, Hyderabad and at Apollo Hospitals DRDO and Secunderabad. I have done my fellowship in Arthroscopy (Keyhole surgery) and Arthroplasty (Joint replacement surgery). My areas of interest are complex fractures, sports injuries, minimally invasive surgeries, joint replacement surgeries (hip and knee), stem cell therapy, spinal injuries and hand injuries.""",78.0,18,13,"8/7/2024, 6:46:09 PM",4,,male
