rank,id,doctor_id,practice_id,image_url,profile_url,doctor_name,specialization,qualification,college,completion_year,qualification.1,college.1,completion_year.1,experience_years,practice_city,practice_locality,practice_type,practice_name,consultation_fees,summary,recommendation_percent,patients_count,reviews_count,timestamp,position,Unnamed: 26,gender
11,171554,275734,693424,https://imagesx.practo.com/providers/dr-yuvraj-arora-monga-general-physician-delhi-62ae52d9-d3fc-4711-ae97-2124c8075138.jpg,/delhi/doctor/dr-yuvraj-arora-monga-sexologist?practice_id=693424&specialization=General Physician&referrer=doctor_listing&page_uid=4e493d27-506e-4872-ae1a-b8b0c53c98a1,Dr. Yuvraj Arora Monga,General Physician,MBBS,"Govt. Medical College, Amritsar (Punjab, India)",1997,MD - Pharmacology,"Maharshi Dayanand University, Rohtak",2004.0,27,Delhi,Lajpat Nagar,Clinic,Dr. Monga Clinic,800,"Dr. Yuvraj Monga M.B.B.S, MD is a general physician who practices integrated medicine combining allopath system with ayurveda. His therapy areas include management of diabetes, hypothyroidism, counselling for relationship issues and sexual problems for both men and women. Many individuals and couples have benefited from his counseling /treatments.   His motto is to share and spread the best of information about ancient old heritage healing system of Indian culture- ""Ayurveda"" and how to integrate with modern healthcare systems do that most of the patients can benefit from the same.  His specialization in clinical pharmacology gives him the ability to understand the properties of ayurvedic medicines as well as allopathy system none other than an expert. This gives him an advantage /edge over many routine physicians. A jovial person, Dr. Yuvraj likes to spend time reading books and listening to music, traveling and keeps himself updated on socio-economic subjects.",83.0,1419,836,"8/7/2024, 11:43:34 PM",0,,male
12,624301,8051,1181840,https://imagesx.practo.com/providers/dr-subodh-gupta-diabetologist-delhi-7c3a6612-2cf0-4254-a14b-c97ce6e434c5.jpg,/delhi/doctor/dr-subodh-gupta-diabetologist?practice_id=1181840&specialization=General Physician&referrer=doctor_listing&page_uid=4e493d27-506e-4872-ae1a-b8b0c53c98a1,Dr. Subodh Gupta,,MBBS,"Sarojini Naidu Medical College , Agra",1992,MD - Medicine,"Sarojini Naidu Medical College , Agra",1997.0,27,Delhi,Pitampura,Clinic,Medical Heart and Dental Clinic,500,"Dr Subodh Gupta is a highly experienced consultant physician with 26 years of experience behind him in all types of medical emergencies, medical diseases, Diabetes, Hypertension, Heart diseases. He passed his MBBS degree from SN MEDICAL College,AGRA, and his MD in Internal medicine from the same SN Medical College AGRA. He is currently practising as a consultant physician at his own clinic in Pitampura , Delhi. He did his post graduate thesis on Brain strokes. He is registered with Delhi medical council, and a permanent member of medical council of India and API.",100.0,11,5,"8/7/2024, 11:43:34 PM",1,,
13,752238,908993,1321840,https://imagesx.practo.com/providers/dr-nandini-agarwal-general-physician-delhi-141d5247-b386-44c3-8cc5-0b10fb059ee2.jpg,/delhi/doctor/nandini-agarwal-general-physician?practice_id=1321840&specialization=General Physician&referrer=doctor_listing&page_uid=4e493d27-506e-4872-ae1a-b8b0c53c98a1,Dr. Nandini Agarwal,General Physician,MBBS,"Shri Vasant Rao Naik Govt. Medical College, Yavatmal",2005,MD - Physiology,Dmims,2012.0,19,Delhi,Vikas Puri,Clinic,Aarogya Clinic,700,,97.0,59,38,"8/7/2024, 11:43:34 PM",2,,female
14,494823,534386,1071396,https://imagesx.practo.com/providers/dr-maj-sharad-shrivastava-general-physician-delhi-fabe1be8-b934-40ed-a2fd-90771a6800c2.jpg,/delhi/doctor/dr-54-general-physician-1?practice_id=1071396&specialization=General Physician&referrer=doctor_listing&page_uid=4e493d27-506e-4872-ae1a-b8b0c53c98a1,Dr. (Maj.)Sharad Shrivastava,General Physician,MBBS,"Govt. S S Medical College , Rewa, M.P",1993,,,,31,Delhi,Dwarka Sector 7,Clinic,Gouri Clinic,1000,"Dr(Maj.) Sharad Shrivastava is a well known physician cardio diabetologist in Delhi, having the expertise of 25 years practising medicine for infectious disease, diabetes, cardiovascular disorders, chest diseases like asthma and thyroid disorders.   He has done his MBBS from Govt. S.S Medical College, Rewa (M.P.) in 1993. Dr Shrivastava is specialized in critical care. He has worked in different ICU setups from 1995 to 2007 and treated so many critically sick patients working in hospitals like Sunderlal Jain Charitable Hospital, Mata Chanan Devi Hospital etc.   He has played a significant role while treating critically sick and injured patients during the 1999 Kargil War, for which he was duly awarded army commander's commendation. Dr Shrivastava is currently working as a consultant physician in Gouri Clinic in Dwarka, New Delhi ",93.0,297,156,"8/7/2024, 11:43:34 PM",3,,male
15,784250,953815,1352634,https://imagesx.practo.com/providers/dr-vineet-mittal-general-physician-delhi-39a53f19-b6c8-4371-a81d-69b8fd8ad8da.jpg,/delhi/doctor/vineet-mittal-general-physician?practice_id=1352634&specialization=General Physician&referrer=doctor_listing&page_uid=4e493d27-506e-4872-ae1a-b8b0c53c98a1,Dr. Vineet Mittal,General Physician,MBBS,Rajiv Gandhi University of Health Sciences,2002,DNB - General Medicine,"National Board of Examination, India",2020.0,22,Delhi,Rohini,Clinic,Medylyf Polyclinic,600,"Dr. Vineet Mittal is a  consultant physician and diabetologist , my aim to control world wide diabetes with the help of medication and diet/lifestyle counselling .",98.0,90,87,"8/7/2024, 11:43:34 PM",4,,male
16,284063,371437,757708,https://imagesx.practo.com/providers/dr-kalyanashish-das-pediatrician-delhi-ca9469de-7779-415a-9ed6-05048af6ca49.jpg,/delhi/doctor/kalyanashish-das-pediatrician?practice_id=757708&specialization=General Physician&referrer=doctor_listing&page_uid=4e493d27-506e-4872-ae1a-b8b0c53c98a1,Dr. Kalyanashish Das,General Physician,MBBS,PT. JNM Medical College,1999,Diploma in Child Health (DCH),PT. JNM Medical College,2002.0,25,Delhi,CR Park,Clinic,Dr. K.Das Child Clinic,600,Pediatrician with public health experience. He has been managing child health programs specially Nutrition program and has been training community volunteers across different states of India.,98.0,60,31,"8/7/2024, 11:43:34 PM",5,,male
17,728366,681855,1300768,https://imagesx.practo.com/providers/dr-sukesh-kumar-general-physician-delhi-8037d91c-fb53-40f7-b6d6-fa85b3308831.jpg,/delhi/doctor/dr-sukesh-kumar-paediatrics?practice_id=1300768&specialization=General Physician&referrer=doctor_listing&page_uid=4e493d27-506e-4872-ae1a-b8b0c53c98a1,Dr. Sukesh Kumar,General Physician,MBBS,"Nalanda Medical College, Patna",2014,,,,8,Delhi,IP Extension,Clinic,Indraprasth New Born and Child Hospital,500,"I have 3 years experience in paedia, also",96.0,23,20,"8/7/2024, 11:43:34 PM",6,,male
18,588751,602588,1150752,https://imagesx.practo.com/providers/dr-leena-batra-general-physician-delhi-71579392-fed2-4153-b820-5105c869010f.jpg,/delhi/doctor/dr-leena-batra-general-physician?practice_id=1150752&specialization=General Physician&referrer=doctor_listing&page_uid=4e493d27-506e-4872-ae1a-b8b0c53c98a1,Dr. Leena Batra,General Physician,MBBS,"Vijayanagara Institute of Medical Sciences (VIMS), Bellary",2005,,,,19,Delhi,Rohini,Clinic,Dr. Leena Batra's Clinic,600,"Dr. Leena Batra is a general family physician practicing in Rohini at Quickcare Multispeciality Clinic. She has experience of more than 10 years & has worked with various corporate hospitals like Sri Balaji Action medical institute, B L Kapoor Hospital & RGCI. She has done her medical graduation from Vijaynagar Institute of medical sciences, Bellary, Karnataka. She has also done post graduation in hospital administration & clinical research.",97.0,126,94,"8/7/2024, 11:43:34 PM",7,,
19,795921,967844,1363076,https://imagesx.practo.com/providers/dr-pramila-srivastava-general-physician-delhi-caa52d14-45b1-4a23-a1f5-744262daf3b9.jpg,/delhi/doctor/pramila-srivastava-general-physician?practice_id=1363076&specialization=General Physician&referrer=doctor_listing&page_uid=4e493d27-506e-4872-ae1a-b8b0c53c98a1,Dr. Pramila Srivastava,General Physician,MBBS,GSVM Medical College Kanpur,1979,Diploma in Child Health (DCH),The College Of Physicians And Surgeons,1981.0,43,Delhi,Defence Colony,Clinic,Dr. Parmila Srivastava Clinic,500,Dr. Pramila Srivastava has over 40 years of experience in the medical profession. She is adept at treating all ailments / diseases as a general physician/ family doctor. Available for in-clinic / home visit and video consultation 7 days a week.,76.0,38,24,"8/7/2024, 11:43:34 PM",8,,female
20,651162,691197,1222652,https://imagesx.practo.com/providers/dr-paru-sharma-general-physician-delhi-2b81acb6-c836-4662-a841-36a74b93c60c.jpg,/delhi/doctor/dr-paru-sharma-family-physician?practice_id=1222652&specialization=General Physician&referrer=doctor_listing&page_uid=4e493d27-506e-4872-ae1a-b8b0c53c98a1,Dr. Paru Sharma,General Physician,MBBS,"S.N. Medical College, Agra",1992,,,,32,Delhi,Dwarka Sector 13,Clinic,Dr. Paru Sharma's Clinic,700,"I am  working as consultant dialysis medical officer at Pushpawati Singhania Research Institute, in Sheikh Sarai phase 2 in Delhi for 20 years . This is multi-speciality hospital. I am seeing about 60 patients per day with different diseases,diagnosing them and treating with good results.I have done my MBBS from Agra University ,S N. Medical College Agra, After that done post graduate diploma in hospital and health care management , from IGNOU Delhi. I am member of Indian Medical Association and Delhi Medical Association. Presently I am also practicing in Dwarka sector 13 Delhi .",97.0,182,98,"8/7/2024, 11:43:34 PM",9,,female
21,328595,208511,790073,https://imagesx.practo.com/providers/dr-anuj-gupta-pulmonologist-delhi-4782e46e-a551-489e-b468-68cff3585cff.jpg,/delhi/doctor/dr-anuj-gupta-pulmonologist?practice_id=790073&specialization=General Physician&referrer=doctor_listing&page_uid=2934ef11-080c-4a5b-9c44-8087f617f479,Dr. Anuj Gupta,General Physician,MBBS,M.S. University of Baroda,1999,Diploma in Tuberculosis and Chest Diseases (DTCD),M.S. University of Baroda,2001.0,25,Delhi,Munirka,Clinic,K L Chest + Diagnostic Clinic,1250,"Dr. Anuj Gupta is a pulmonologist and general physician in Munirka, Delhi and has an experience of 19 years in these fields. Dr. Anuj Gupta practices at k l chest + diagnostic clinic in Munirka, Delhi. He completed MBBS from medical college, Baroda in 1999 and Diploma in Tuberculosis and Chest Diseases (DTCD) from medical college, Baroda in 2001.  He is a member of national college of chest physician, American college of chest physicians (IC), Indian college of allergy & allied immunology, aero biological society of India, Research Society for the Study of Diabetes in India (RSSDI), cardio-diabetes research society, Delhi diabetic forum, Indian federation of sports medicine, Delhi medical council and Delhi medical association (DMA).",97.0,1097,201,"8/7/2024, 11:43:34 PM",0,,male
22,725588,873238,1298025,https://imagesx.practo.com/providers/dr-ankit-nijhara-general-physician-delhi-e0266cd2-6473-4c4b-9e64-118eae749193.jpg,/delhi/doctor/dr-ankit-nijhara-general-physician?practice_id=1298025&specialization=General Physician&referrer=doctor_listing&page_uid=2934ef11-080c-4a5b-9c44-8087f617f479,Dr. Ankit Nijhara,General Physician,MBBS,"Subharti Institute of Medical Sciences,Merrut",2020,,,,4,Delhi,Patel Nagar East,Clinic,Fortitude Health and Skin Clinic,600,"Dr.Ankit Nijhara is a  disciplined & a confident physician bringing an extensive experience of working closely with renowned medical ferenities like Subharti & BLK-MAX Super Speciality hospital. He also possess a strong background in diagnosis, treatment and management of patient illnesses with acute and chronic diseases.  He is also a member of the renowned American Heart Association and American Diabetes Association.",98.0,109,71,"8/7/2024, 11:43:34 PM",1,,male
23,195912,294751,695556,https://imagesx.practo.com/providers/dr-ashok-rajput-consultant-physician-delhi-efceb569-a9a0-4bfd-abe2-c3a9e58e8672.jpg,/delhi/doctor/brig-ashok-k-rajput-pulmonologist?practice_id=695556&specialization=General Physician&referrer=doctor_listing&page_uid=2934ef11-080c-4a5b-9c44-8087f617f479,Dr. Ashok  Rajput,General Physician,MD - Tuberculosis & Respiratory Diseases/Medicine,Vallabhbhai Patel Chest Institute,1984,MD - General Medicine,"Army College of Medical Sciences, New Delhi",1989.0,47,Delhi,Vasant Kunj,Clinic,Morpheus Lung and Sleep Clinic,1200,"Dr. Brig Ashok K Rajput  is Graduate from Maulana Azad Medical College (Delhi). Post-graduation MD in Medicine & MD in Respiratory Medicine. Has also done DNB in Pulmonary Medicine in 1984. Pulmonologist and Sleep Medicine Specialist has worked in Indian Army for 37 Years. Specialist in Pulmonary interventions, Fibreoptic bronchoscopy, Medical Thoracoscopy and Sleep Disorders in addition to medical management of Asthma, COPD, ILD, and tuberculosis.",95.0,606,156,"8/7/2024, 11:43:34 PM",2,,male
24,339256,264782,898093,https://imagesx.practo.com/providers/dr-anupama-khanna-general-physician-delhi-a22c0acf-74a8-4209-b966-6abfba3664d4.jpg,/delhi/doctor/dr-anupama-khanna-gynecologist-obstetrician?practice_id=898093&specialization=General Physician&referrer=doctor_listing&page_uid=2934ef11-080c-4a5b-9c44-8087f617f479,Dr. Anupama Khanna,General Physician,MBBS,"Dr. Sampurnanand Medical College, Jodhpur",1991,,,,33,Delhi,Dwarka,Clinic,Diabetes Speciality Center,1000,Dr Anupama Khanna is an experienced & renowned practitioner with special interest in Diabetes &metabolic disorders . Dr Anupama has done masterclass in clinical management of diabetes from Royal College of General practioners (UK) . She has done diploma in Diabetes Professional Care From The Endocrine society (USA) .She is an expert in treating diabetes in pregnancy and thyroid in pregnancy. She has masterly knowledge about nutrition and lifestyle in diabetes. She has wide experience in treating complicated uncontrolled diabetes patients by life style modifications. At diabetes specialty center all patients remain under her guidance about diet and life sty,97.0,29,11,"8/7/2024, 11:43:34 PM",3,,female
25,894406,1070625,1449586,https://imagesx.practo.com/providers/dr-harprit-singh-sarhadi-general-physician-delhi-790d692b-edcf-4281-9ee8-77e1eec02cb3.jpg,/delhi/doctor/harprit-singh-general-physician?practice_id=1449586&specialization=General Physician&referrer=doctor_listing&page_uid=2934ef11-080c-4a5b-9c44-8087f617f479,Dr. Harprit Singh Sarhadi,General Physician,MBBS,"VSS Medical College, Burla Odhissa",2002,,,,21,Delhi,Subhash Nagar,Clinic,Synergy Clinics,800,,100.0,18,17,"8/7/2024, 11:43:34 PM",4,,male
26,734684,542563,1306635,https://imagesx.practo.com/providers/dr-sunny-sehgal-general-physician-delhi-98eaad67-90a5-452c-acbc-c6e2b9bf054c.jpg,/delhi/doctor/sunny-sehgal-1-general-physician?practice_id=1306635&specialization=General Physician&referrer=doctor_listing&page_uid=2934ef11-080c-4a5b-9c44-8087f617f479,Dr. Sunny Sehgal,General Physician,MD - Physician,V.N. Karazin Kharkiv National University School of Medicine,2010,,,,14,Delhi,Laxmi Nagar,Clinic,People's Health Care,500,Dr. Sunny Sehgal is well experienced consultant physician in East Delhi. Happy to serve towards society in best possible way to enhance their health status and maintaining it. Making correct diagnosis which is a crucial factor in the line of treatment to be given.,95.0,146,117,"8/7/2024, 11:43:34 PM",5,,male
27,650007,641335,1221948,https://imagesx.practo.com/providers/dr-danish-qureshi-general-physician-delhi-dbd9c435-1e69-4c13-8121-d14563b172d9.jpg,/delhi/doctor/dr-danish-qureshi-general-physician?practice_id=1221948&specialization=General Physician&referrer=doctor_listing&page_uid=2934ef11-080c-4a5b-9c44-8087f617f479,Dr. Danish Qureshi,General Physician,MBBS,"N K P Salve Medical College, Nagpur",2000,,,,24,Delhi,Darya Ganj,Clinic,Dr. A H Qureshi's Clinic,700,"Dr. Danish Qureshi A dynamic , medical graduate , experience of working with the best organisations in the country, having vast exposure of clinical and administrative works, including emergencies of all types, well experienced in emergency air evacuations, ER care, intensive care units CCU, ICCU, PICU, SICU, NSICU, Post operative recovery units, ambulatory services, day care units, OPD, IPD, disaster management programmes, managing beds, conducting cmes, educating and training of staff, audits, conducting workshops, pre travel advisory, health checkups for oil and gas companies , follow up of patients, making good rapport with consultants and all support staff which is a key to success to any organisation. Supervised the incident management team at Kathmandu, Nepal during the earthquake in April 2015 was on the ground second day of the disaster till over a weak. Vast experience in Family Medicine practice and Medical tourism a good rapport with top consultants in major hospitals in India and around the world.",100.0,25,23,"8/7/2024, 11:43:34 PM",6,,male
28,879596,801353,1438461,https://imagesx.practo.com/providers/dr-devesh-goel-general-practitioner-delhi-54e96ddf-6dcc-455e-b20e-35c3fb2447fd.jpg,/delhi/doctor/devesh-goel-general-practitioner?practice_id=1438461&specialization=General Physician&referrer=doctor_listing&page_uid=2934ef11-080c-4a5b-9c44-8087f617f479,Dr. Devesh Goel,General Physician,MBBS,"Maulana Azad Medical  College, Delhi University",2019,,,,5,Delhi,Shalimar Bagh,Clinic,Miracle Health Centre,1000,"Dr. Devesh Goel,  Mbbs (Maulana Azad Medical College) Area Of Interest - Brain And Spine. Operative And Non Operative Treatment For Back Pain, Fracture, Headache, Brain Tumors.",100.0,9,8,"8/7/2024, 11:43:34 PM",7,,
