rank,id,doctor_id,practice_id,image_url,profile_url,doctor_name,specialization,qualification,college,completion_year,qualification.1,college.1,completion_year.1,experience_years,practice_city,practice_locality,practice_type,practice_name,consultation_fees,summary,recommendation_percent,patients_count,reviews_count,timestamp,position,Unnamed: 26,gender
11,836391,1022507,1274844,https://imagesx.practo.com/providers/dr-parthasarathi-karmakar-cardiologist-kolkata-743d0bdb-97aa-4e03-8254-37e250814227.jpg,/kolkata/doctor/dr-parthasarathi-karmakar-cardiologist?practice_id=1274844&specialization=Cardiologist&referrer=doctor_listing&page_uid=7a897240-3cf6-4255-a53d-21fa3d517581,Dr. Parthasarathi Karmakar,Cardiologist,MBBS,Calcutta University,1984,Diploma in Cardiology,Calcutta University,1987,39,Kolkata,Beliaghata,Clinic,Techno India Dama Healthcare & Medical Centre,700,,,0,0,"8/8/2024, 10:38:32 AM",0,,male
12,688966,848252,1263792,https://imagesx.practo.com/providers/dr-anil-mishra-cardiologist-kolkata-9d2133cd-7608-4ba9-bf2a-177160ccd922.jpg,/kolkata/doctor/dr-anil-mishra-4-cardiologist-1?practice_id=1263792&specialization=Cardiologist&referrer=doctor_listing&page_uid=7a897240-3cf6-4255-a53d-21fa3d517581,Dr. Anil Mishra,Cardiologist,MBBS,Calcutta University,1978,Diploma in Cardiology,"University of London, United Kingdom",1987,43,Kolkata,Alipore,Hospital,BM Birla Heart Research Centre,1600,,92.0,13,8,"8/8/2024, 10:38:32 AM",1,,male
13,884855,448238,1250516,https://imagesx.practo.com/providers/dr-soumya-patra-pediatric-cardiologist-kolkata-46aa2e7a-8c1e-4786-9bb7-7d2bdedd8ff5.jpg,/kolkata/doctor/soumya-patra-cardiologist?practice_id=1250516&specialization=Cardiologist&referrer=doctor_listing&page_uid=7a897240-3cf6-4255-a53d-21fa3d517581,Dr. Soumya Patra,Cardiologist,MBBS,NRS Medical College and Hospital,2004,MD - Pediatrics,"Lady Hardinge Medical College, New Delhi",2009,20,Kolkata,Mukundapur,Hospital,Manipal Hospitals,1500,"Dr Soumya Patra is a young Cardiologist who always guide the patients according to the recent scientific guidelines and who can be performed all adult and Pediatric Cardiac intervention as well as cardiac device implantation (pacemaker, CRT, ICD, etc). Gold medalist of Rajiv Gandhi University of Health Sciences, Karnataka. Youngest Cardiologist from India who has been awarded fellowship from both American College of Cardiology (FACC) and European Society of Cardiology (FESC). Member of several International Cardiological society like American College of Cardiology (ACC), European Association of Percutaneous Cardiovascular Intervention (EAPCI), Acute Cardiac Care Association (ACCA) of European Society of Cardiology. Published more than 80 articles in national & international Pub Med Indexed journals and presented a scientific research paper in many International conferences.    ",80.0,5,5,"8/8/2024, 10:38:32 AM",2,,male
14,690366,212594,1263792,https://imagesx.practo.com/providers/dr-dhiman-kahali-cardiologist-kolkata-d903cd89-3ec1-4265-986e-8bd3df015aa0.jpg,/kolkata/doctor/dr-dhiman-kahali-cardiologist?practice_id=1263792&specialization=Cardiologist&referrer=doctor_listing&page_uid=7a897240-3cf6-4255-a53d-21fa3d517581,Dr. Dhiman Kahali,Cardiologist,MBBS,Calcutta University,1975,MD - General Medicine,Calcutta University,1982,49,Kolkata,Alipore,Hospital,BM Birla Heart Research Centre,1600,,58.0,24,18,"8/8/2024, 10:38:32 AM",3,,male
15,651464,691506,1222892,https://imagesx.practo.com/providers/dr-siddhartha-mani-cardiologist-kolkata-6b01d310-6773-423e-85e6-94340d84e058.jpg,/kolkata/doctor/siddhartha-mani-cardiologist?practice_id=1222892&specialization=Cardiologist&referrer=doctor_listing&page_uid=7a897240-3cf6-4255-a53d-21fa3d517581,Dr. Siddhartha Mani,Cardiologist,MBBS,Calcutta University,2008,MD - General Medicine,"The West Bengal University of Health Sciences (WBUHS), Kolkata",2011,16,Kolkata,Mukundapur,Clinic,Evening Clinic Cardiology - NKPC,1000,"Dr.Siddhartha Mani is an Interventional Cardiologiest in the Deperment of Cardiology-Adult at Rabindranath Tagore International Institute of Cardiac Sciences. He has done his MBBS ,MD in Internal Medicine and DM in Cardiology from Medical College,Kolkata.He was awarded Prof.Sital Ghosh Memorial award for MD in Medicine and recived Gold Medal for DM Cardiology from The West Bengal University of Medical sciences. He is associated with Cardiological Society of India and is a member of American College of Cardiology .He is a regular speaker at different National and Regional conferences.He has more than 25 publications in different International and National Indexed Journals and has written a number of chapters in different text books of Cardiology. He regularly performs various Interventional procedures including Coronary Anglography. Coronary Anglography,Pacemaker Implantion AICD & CRT -D implantion ,Balloon Mitral Valvoplasty,Elecrophysiology & Radiofrequency abitation,IVC filters.",100.0,3,3,"8/8/2024, 10:38:32 AM",4,,male
16,676700,737532,1250516,https://imagesx.practo.com/providers/dr-uttam-kumar-saha-cardiologist-kolkata-7435af00-34e0-44a7-bb9e-d1b72dab9ba2.jpg,/kolkata/doctor/dr-uttam-kumar-saha-cardiologist?practice_id=1250516&specialization=Cardiologist&referrer=doctor_listing&page_uid=7a897240-3cf6-4255-a53d-21fa3d517581,Dr. Uttam Kumar Saha,Cardiologist,MBBS,Calcutta University,1990,MD - General Medicine,Berhampur University,1996,34,Kolkata,Mukundapur,Hospital,Manipal Hospitals,1200,,91.0,11,9,"8/8/2024, 10:38:32 AM",5,,male
17,690352,848258,1263792,https://imagesx.practo.com/providers/dr-sabyasachi-paul-cardiologist-kolkata-ad61feca-c9d2-4087-b8be-57dbd1fa17f0.jpg,/kolkata/doctor/dr-sabyasachi-pal-cardiologist-cardiologist?practice_id=1263792&specialization=Cardiologist&referrer=doctor_listing&page_uid=7a897240-3cf6-4255-a53d-21fa3d517581,Dr. Sabyasachi Paul,Cardiologist,MBBS,Calcutta University,1999,MD - General Medicine,Gujrat University,2007,25,Kolkata,Alipore,Hospital,BM Birla Heart Research Centre,1600,Consultant Cardiologist,100.0,7,6,"8/8/2024, 10:38:32 AM",6,,male
18,865970,611730,1263792,https://imagesx.practo.com/providers/dr-sudeb-mukherjee-interventional-cardiologist-kolkata-a28fbe08-e22f-46c3-849e-a85e3e4ab362.jpg,/kolkata/doctor/sudeb-mukherjee-1-cardiologist-general-physician?practice_id=1263792&specialization=Cardiologist&referrer=doctor_listing&page_uid=7a897240-3cf6-4255-a53d-21fa3d517581,Dr. Sudeb Mukherjee,Cardiologist,MBBS,University of Burdwan,2008,MD - General Medicine,"The West Bengal University of Health Sciences (WBUHS), Kolkata",2015,16,Kolkata,Alipore,Hospital,BM Birla Heart Research Centre,1600,"Dr. Sudeb Mukherjee is a dedicated and experienced cardiologist committed to enhancing the health and wellbeing of his patients. Specializing in cardiology, Dr. Mukherjee values the opportunity to directly impact his patients' lives while building professional and personal relationships with them. Dr. Mukherjee earned his MBBS from Medical College Burdwan in 2008, followed by an MD in Medicine from R.G. Kar Medical College in 2015. He further specialized with a DM in Cardiology from R.G. Kar Medical College in 2019 and has completed a Fellowship in Cardiology Imaging. As a consultant cardiologist, Dr. Mukherjee integrates advanced diagnostic and therapeutic techniques to provide comprehensive cardiac care, ensuring his patients receive the highest quality treatment. ",100.0,2,2,"8/8/2024, 10:38:32 AM",7,,male
19,690364,585815,1263792,https://imagesx.practo.com/providers/dr-tarun-praharaj-cardiologist-kolkata-238a1075-07b5-4304-a90a-010ab80b4255.jpg,/kolkata/doctor/dr-tarun-praharaj-1-cardiologist?practice_id=1263792&specialization=Cardiologist&referrer=doctor_listing&page_uid=7a897240-3cf6-4255-a53d-21fa3d517581,Dr. Tarun Praharaj,Cardiologist,MBBS,"VSS Medical College, Sambalpur University",1983,FACC,American College of Cardiology,2000,41,Kolkata,Alipore,Hospital,BM Birla Heart Research Centre,1600,"DR. PRAHARAJ has been associated with B. M. Birla Heart Research Centre since its inception (1989). He has been working as a full time Senior Consultant Interventional Cardiologist and Director, Cardiac Catheterization Laboratory of B.M. Birla Heart Research Centre, Kolkata.",78.0,9,9,"8/8/2024, 10:38:32 AM",8,,male
20,692017,768666,1250516,https://imagesx.practo.com/providers/dr-amit-bhauwala-cardiologist-kolkata-f71e0ed0-2235-4f36-a0d2-5f134a81dc20.jpg,/kolkata/doctor/amit-bhauwala-cardiologist?practice_id=1250516&specialization=Cardiologist&referrer=doctor_listing&page_uid=7a897240-3cf6-4255-a53d-21fa3d517581,Dr. Amit Bhauwala,Cardiologist,MBBS,"Medical College, Calcutta",2010,MD - General Medicine,"PGIMER, Chandigarh, India",2013,14,Kolkata,Mukundapur,Hospital,Manipal Hospitals,1200,"Dr. Amit Bhauwala practising as a full time consultant interventional cardiologist at AMRI Hospitals Mukundapur, Kolkata.""",100.0,2,2,"8/8/2024, 10:38:32 AM",9,,male
21,690362,83755,1263792,https://imagesx.practo.com/providers/dr-shuvo-dutta-cardiologist-kolkata-c90e3fd7-c10d-4788-8879-f977ae4e0f5a.jpg,/kolkata/doctor/dr-shuvo-dutta-cardiologist?practice_id=1263792&specialization=Cardiologist&referrer=doctor_listing&page_uid=4e413147-1593-4c49-9c4e-e083f89b8f3e,Dr. Shuvo Dutta,Cardiologist,MBBS,Dibrugarh University,1974,MD - General Medicine,Calcutta University,1979,48,Kolkata,Alipore,Hospital,BM Birla Heart Research Centre,1600,,64.0,14,7,"8/8/2024, 10:38:32 AM",0,,male
22,686154,751119,1250516,https://imagesx.practo.com/providers/dr-avishek-saha-cardiologist-kolkata-93fb8928-d8d9-4478-b26c-3984d1d1b346.jpg,/kolkata/doctor/dr-avishek-saha-cardiologist?practice_id=1250516&specialization=Cardiologist&referrer=doctor_listing&page_uid=4e413147-1593-4c49-9c4e-e083f89b8f3e,Dr. Avishek Saha,Cardiologist,MBBS,University Of Calcutta,2004,MD - General Medicine,West Bengal University of Health Science,2010,20,Kolkata,Mukundapur,Hospital,Manipal Hospitals,1200,,100.0,2,1,"8/8/2024, 10:38:32 AM",1,,male
23,873224,680447,1250516,https://imagesx.practo.com/providers/dr-binayak-chanda-cardiologist-kolkata-a990477c-b3da-4268-9582-fca0f568b73d.jpg,/kolkata/doctor/dr-binayak-chanda-cardiologist?practice_id=1250516&specialization=Cardiologist&referrer=doctor_listing&page_uid=4e413147-1593-4c49-9c4e-e083f89b8f3e,Dr. Binayak Chanda,Cardiologist,MBBS,University Of Calcutta,1996,FRCS - Cardiothoracic Surgery,"Royal College of Physicians and Surgeons (RCPS), Glasgow",2017,28,Kolkata,Mukundapur,Hospital,Manipal Hospitals,1200,"Having graduated from Calcutta National Medical College in 1994, I had migrated to UK in 1996, working in the top most University hospitals all over UK. After completion of my Basic Surgical Training in the NHS, I acquired the MRCS degree from he Royal College of Physicians and Surgeons of Glasgow in 2001. Thereafter, I started my intense and extensive surgical training in Adult Cardiac Surgery in the NHS. I had the privilege and honour of working with some of the top most cardiac surgeons in the world. I remain deeply indebted to them. Their support and guidance helped me to achieve the coveted FRCS Intercollegiate Examination in Cardiothoracic Surgery, often considered to be one of the most prestigious jewels in our speciality.",,0,0,"8/8/2024, 10:38:32 AM",2,,male
24,690344,757705,1263792,https://imagesx.practo.com/providers/dr-anjan-kumar-siotia-cardiologist-kolkata-13334233-8ba8-4ee7-bffa-dcb599ca6800.jpg,/kolkata/doctor/dr-anjan-kumar-siotia-cardiologist?practice_id=1263792&specialization=Cardiologist&referrer=doctor_listing&page_uid=4e413147-1593-4c49-9c4e-e083f89b8f3e,Dr. Anjan Kumar Siotia,Cardiologist,MBBS,Calcutta University,1996,MD - Medicine,"University Of Sheffield, U.K",2010,25,Kolkata,Alipore,Hospital,BM Birla Heart Research Centre,1600,Consultant Interventional Cardiologist,67.0,3,1,"8/8/2024, 10:38:32 AM",3,,male
25,934514,1150480,1263792,https://imagesx.practo.com/providers/dr-rakesh-sarkar-cardiologist-kolkata-6bf0adfe-db60-477d-bb68-5d2c996a4563.jpg,/kolkata/doctor/dr-rakesh-sarkar-cardiologist?practice_id=1263792&specialization=Cardiologist&referrer=doctor_listing&page_uid=4e413147-1593-4c49-9c4e-e083f89b8f3e,Dr. Rakesh Sarkar,Cardiologist,MBBS,West bengal university,2009,MD - General Medicine,west bengal  university of health science,2013,14,Kolkata,Alipore,Hospital,BM Birla Heart Research Centre,1600,"Dr. Rakesh Sarkar is an experienced cardiologist and electrophysiologist associated with BM Birla Heart Hospital. He specializes in managing complex arrhythmia procedures and implementing novel pacing techniques for heart failure and arrhythmia. Dr. Sarkar is an expert in treating Atrial Fibrillation, Atrial Flutter, Ventricular Tachycardia, CRT-D, and conduction system pacing. Dr. Sarkar completed his MD in General Medicine from Bankura Sammilani Medical College and DM in Cardiology from RG Kar Medical College. He further honed his skills with a Post-Doctoral Fellowship in Cardiac Electrophysiology from Care Hospital. Prior to his current role, Dr. Sarkar served as a Consultant Cardiologist and Electrophysiologist at Medanta The Medicity. He has also been an investigator in several significant multicentric trials and has numerous international publications in the fields of pacing and cardiac electrophysiology. Passionate about patient care, Dr. Sarkar is dedicated to providing accurate and high-quality treatment to his patients.",,0,0,"8/8/2024, 10:38:32 AM",4,,male
26,743869,520413,1274844,https://imagesx.practo.com/providers/dr-prithwiraj-bhattacharjee-cardiologist-kolkata-fea2a145-26a4-4aae-a17e-2c94812d44c6.jpg,/kolkata/doctor/prithwiraj-bhattacharjee-cardiologist?practice_id=1274844&specialization=Cardiologist&referrer=doctor_listing&page_uid=4e413147-1593-4c49-9c4e-e083f89b8f3e,Dr. Prithwiraj Bhattacharjee,Cardiologist,MBBS,R G Kar Medical College and Hospital,2006,MD - General Medicine,"Medical College, Calcutta",2010,14,Kolkata,Beliaghata,Clinic,Techno India Dama Healthcare & Medical Centre,800,"With an excellent academic career, Dr Bhattacharjee completed his DM in Cardiology from the prestigious IPGME&R & SSKM Hospital Kolkata. He is presently attached as Interventional Cardiologist in Fortis Hospital Anandapur, Kolkata. He has performed thousands of diagnostic coronary angiography and peripheral angiography procedures and complex angioplasty procedures. He has also implated hundreds of pacemaker devices, ICDs over the years. He has several national and international publications to his credit.",67.0,3,0,"8/8/2024, 10:38:32 AM",5,,male
