rank,id,doctor_id,practice_id,image_url,profile_url,doctor_name,specialization,qualification,college,completion_year,qualification.1,college.1,completion_year.1,experience_years,practice_city,practice_locality,practice_type,practice_name,consultation_fees,summary,recommendation_percent,patients_count,reviews_count,timestamp,position,Unnamed: 26,gender
11,554888,450116,672148,https://imagesx.practo.com/providers/dr-roopa-ghanta-gynecologist-hyderabad-7640dc52-2af4-4ab7-bc1e-8cdf59d0c92f.jpg,/hyderabad/doctor/dr-roopa-ghanta-2-gynecologist-obstetrician?practice_id=672148&specialization=Gynecologist&referrer=doctor_listing&page_uid=6d80e46e-6bab-453c-b814-1502be77244e,Dr. Roopa Ghanta,Gynecologist,MBBS,Dr. NTR University of Health Sciences Andhra Pradesh,1995,DGO,"Rajiv Gandhi University of Health Sciences, Bangalore, India",1999,29,Hyderabad,Banjara Hills,Hospital,Little Stars and She Hospital,600,""" Dr. Roopa Ghanta is a Gynecologist and Obstetrician in Chanda Nagar, Hyderabad and has an experience of 18 years in these fields. Dr. Roopa Ghanta practices at Apollo Clinic in Chanda Nagar, Hyderabad,Apollo Cradle in Kondapur, Hyderabad. She completed MBBS from Dr. NTR University of Health Sciences Andhra Pradesh in 1997,DGO from Rajiv Gandhi University of Health Sciences, Bangalore, India in 1999 and CCPU from Australian Society Of Ultrasound Medicine in 2007. Some of the services provided by the doctor are: General Radiology,Interventional Diagnostic,Parturition,Breast Cancer Screening and Quad Screen etc.""",88.0,106.0,93,"8/7/2024, 6:46:09 PM",0,,female
12,672417,729076,671126,https://imagesx.practo.com/providers/dr-santhoshini-boggarapu-gynecologist-hyderabad-6a1d6df8-9c64-4a5a-adc0-6c9f6d993b4a.jpg,/hyderabad/doctor/santhoshi-1-gynecologist-obstetrician?practice_id=671126&specialization=Gynecologist&referrer=doctor_listing&page_uid=6d80e46e-6bab-453c-b814-1502be77244e,Dr. Santhoshini Boggarapu,Gynecologist,MBBS,Kasturba Medical  College,2005,MS - Obstetrics & Gynaecology,KIMS Hospital Hyderabad,2010,19,Hyderabad,LB Nagar,Hospital,Gleneagles Aware Hospital,650,"Dr. Santhoshini Boggarapu is a Gynecologist in LB Nagar, Hyderabad and has an experience of 14 years in this field. Dr. Santhoshini Boggarapu practices at Aware Gleneagles Global Hospitals in LB Nagar, Hyderabad. She completed MBBS from Kasturba Medical College in 2005 and MS - Obstetrics & Gynaecology from KIMS Hospital Hyderabad in 2012",100.0,2.0,0,"8/7/2024, 6:46:09 PM",1,,female
13,680398,576193,1257694,https://imagesx.practo.com/providers/dr-puja-lavania-gynecologist-hyderabad-59ccb4b1-7750-4fda-8638-904d463c51ca.jpg,/hyderabad/doctor/puja-lavania-gynecologist-obstetrician?practice_id=1257694&specialization=Gynecologist&referrer=doctor_listing&page_uid=6d80e46e-6bab-453c-b814-1502be77244e,Dr. Puja Lavania,Gynecologist,DGO,"Gandhi Medical College, Bhopal",2009,DNB - Obstetrics & Gynecology,National Board Of Examination,2013,18,Hyderabad,Chanda Nagar,Hospital,Life Care Gynaecology Hospital,500,Dr Puja Lavania in last few decades has been a steep decline in normal vaginal deliveries. She is here to change this trend and restore the well-being of females in her area. So those who want a fair and safe trial of normal labor are invited.,95.0,329.0,184,"8/7/2024, 6:46:09 PM",2,,female
14,649243,470064,1208246,https://imagesx.practo.com/providers/dr-andal-reddy-gynecologist-hyderabad-17385f32-ff41-46d1-a497-0ff4ba7ea330.jpg,/hyderabad/doctor/andal-reddy-gynecologist-obstetrician?practice_id=1208246&specialization=Gynecologist&referrer=doctor_listing&page_uid=6d80e46e-6bab-453c-b814-1502be77244e,Dr. Andal Reddy,Gynecologist,MBBS,"Gandhi Medical College, Hyderabad",1997,DGO,"Gandhi Medical College, Hyderabad",2001,24,Hyderabad,Manikonda,Clinic,Relief Clinic,600,"Dr. T. Andal Reddy is a Senior Consultant Obstetrician and Gynaecologist at Relief Clinic & Citizens Hospital. She has over 25 years of experience in obstetrics and gynecology. She has previously worked at Fernandez Maternity Hospital, Hyderabad. She is well trained in Ultrasound (OBG) and Laparoscopic surgery. She worked as Asst. Professor at Mediciti Medical College and Shadaan Medical College and also conducted CMEs and trained medical students. She has the special interest in High-risk pregnancy, laparoscopic surgery, prenatal and postnatal care,  treating women with menopausal and postmenopausal problems  She has conducted an innumerable number of vaginal deliveries, and cesarean sections. has good experience in doing open and laparoscopic surgeries.  she encourages normal vaginal deliveries. she has presented papers at national and international conferences.",94.0,168.0,98,"8/7/2024, 6:46:09 PM",3,,female
15,191719,291284,701311,https://imagesx.practo.com/providers/dr-m-kalpana-gynecologist-hyderabad-eafac067-da15-4a51-8f9c-110a5e2c192a.jpg,/hyderabad/doctor/dr-kalpana-6-gynecologist-obstetrician?practice_id=701311&specialization=Gynecologist&referrer=doctor_listing&page_uid=6d80e46e-6bab-453c-b814-1502be77244e,Dr. M.Kalpana,Gynecologist,DNB - Obstetrics & Gynecology,"Fernandez Hospital,  Hyderabad",2011,MBBS,Dr. NTR University of Health Sciences Andhra Pradesh,2004,18,Hyderabad,Secunderabad,Hospital,Kasturi Multispeciality Hospital,600,"Dr. Kalpana is a Gynaecologist practicing in Kasturi Multi-speciality Hospital in Secunderabad. Fellowship in Fetal Medicine, Fellowship in Reproductive Medicine from Germany. ",88.0,58.0,31,"8/7/2024, 6:46:09 PM",4,,female
16,595104,535233,1071916,https://imagesx.practo.com/providers/dr-g-jayanthi-obstetrician-hyderabad-53fb5333-b064-42da-8f62-231f3364bce2.jpg,/hyderabad/doctor/dr-jayanthi-20-gynecologist-obstetrician?practice_id=1071916&specialization=Gynecologist&referrer=doctor_listing&page_uid=6d80e46e-6bab-453c-b814-1502be77244e,Dr. G Jayanthi,Gynecologist,MBBS,"Government Medical College, Anantapur",2008,MS - Obstetrics & Gynaecology,"Osmania Medical College, Hyderabad",2013,16,Hyderabad,Vanasthalipuram,Clinic,"J.S. Hospitals - Ortho, Maternity and General (formerly Srinivasa Ortho and Maternity Clinic)",350,,89.0,28.0,13,"8/7/2024, 6:46:09 PM",5,,female
17,552309,572849,1129725,https://imagesx.practo.com/providers/dr-t-anuradha-gynecologist-hyderabad-00048657-5714-487f-9f4e-2d3c350971b0.jpg,/hyderabad/doctor/t-anuradha-gynecologist-obstetrician?practice_id=1129725&specialization=Gynecologist&referrer=doctor_listing&page_uid=6d80e46e-6bab-453c-b814-1502be77244e,Dr. T. Anuradha,Gynecologist,MBBS,"Gandhi Medical College, Hyderabad",1986,DGO,"Gandhi Medical College, Hyderabad",1991,33,Hyderabad,KPHB,Clinic,Anu Gynaec Test Tube and Fertility Centre,700,,94.0,31.0,18,"8/7/2024, 6:46:09 PM",6,,female
18,556488,597499,1132129,https://imagesx.practo.com/providers/dr-sridevi-ragi-obstetrician-hyderabad-f66404b5-83f7-4994-aafa-b676c4cb8400.jpg,/hyderabad/doctor/dr-sridevi-ragi-gynecologist-obstetrician-1?practice_id=1132129&specialization=Gynecologist&referrer=doctor_listing&page_uid=6d80e46e-6bab-453c-b814-1502be77244e,Dr. Sridevi Ragi,Gynecologist,MS - Obstetrics & Gynaecology,Kasturba Medical  College,2005,MBBS,"Gandhi Medical College, Hyderabad",2001,23,Hyderabad,Kondapur,Hospital,Sai Neha Hospital,700,,99.0,231.0,131,"8/7/2024, 6:46:09 PM",7,,female
19,541940,410768,1121370,https://imagesx.practo.com/providers/dr-y-sravani-gynecologist-hyderabad-a19968e7-ae5a-4d2f-ab78-c3b995cf7846.jpg,/hyderabad/doctor/dr-y-sravani-gynecologist-obstetrician?practice_id=1121370&specialization=Gynecologist&referrer=doctor_listing&page_uid=6d80e46e-6bab-453c-b814-1502be77244e,Dr. Y. Sravani,Gynecologist,MBBS,"Rangaraya Medical College, Kakinada",2004,MS - Obstetrics & Gynaecology,"Rangaraya Medical College, Kakinada",2009,18,Hyderabad,KPHB,Clinic,Ishta Woman's Clinic,600,"Dr. Sravani is a very proactive doctor & counselor with a vast experience of handling various gynecological, obstetrics & psychological conditions of women from across the country. She has achieved her masters in the year 2008 and since then she has been an active consultant in some of the major hospitals across Hyderabad and created a reputation of being one of the best in the area around Hi-Tech City, Madhapur, Hyderabad.  She has successfully treated many complicated medical conditions of women and has overseen many high risk obstetric cases. She is cordial & patient with her patients and has gained a lot of respect due to this.",97.0,105.0,81,"8/7/2024, 6:46:09 PM",8,,female
20,697064,777570,1268954,https://imagesx.practo.com/providers/dr-a-sreegowri-infertility-specialist-hyderabad-fb5e48ac-df4c-4f24-8eb0-cdd4c849b670.jpg,/hyderabad/doctor/a-sreegowri-gynecologist-obstetrician?practice_id=1268954&specialization=Gynecologist&referrer=doctor_listing&page_uid=6d80e46e-6bab-453c-b814-1502be77244e,Dr. A. Sreegowri,Gynecologist,MBBS,Dr. NTR University of Health Sciences Andhra Pradesh,2003,MS - Obstetrics & Gynaecology,Dr. NTR University of Health Sciences Andhra Pradesh,2008,21,Hyderabad,KPHB,Hospital,Sree Gowri Surgical Maternity Hospital & Fertility Center,600,"Dr. A. Sreegowri is a Gynecologist,Obstetrician and Infertility Specialist in Kukatpally, Hyderabad and has an experience of 15 years in these fields. Dr. A. Sreegowri practices at Sreegowri Surgical Maternity Hospital & Test Tube Baby Center in Kukatpally, Hyderabad. She completed MBBS from Dr. NTR University of Health Sciences Andhra Pradesh in 2003 and MS - Obstetrics & Gynaecology from Dr. NTR University of Health Sciences Andhra Pradesh in 2008.   Dr. A. Sreegowri specializes in PCOD/PCOS, Fibroids, Endometriosis, Adenomyosis, Poor ovarian Reserve(Low AMH) and Obesity. She is treating PCOD patients without surgeries and without IVF treatment.",89.0,231.0,214,"8/7/2024, 6:46:09 PM",9,,female
21,695863,775684,1269078,https://imagesx.practo.com/providers/dr-neeraja-valli-g-gynecologist-hyderabad-88c3b259-f073-4b30-a7c0-78995b03df02.jpg,/hyderabad/doctor/dr-neeraja-6-gynecologist-obstetrician?practice_id=1269078&specialization=Gynecologist&referrer=doctor_listing&page_uid=b92e2470-3cfc-43c9-8b4c-96d6f97d4f8d,Dr. Neeraja Valli G,Gynecologist,MBBS,"Kurnool Medical College, Kurnool",2005,MS - Obstetrics & Gynaecology,Dr. NTR University of Health Sciences Andhra Pradesh,2009,19,Hyderabad,KPHB,Clinic,Dr Neeraja's Fertility and Gynaec Center,600,"Dr. G Neerajavalli is a Gynecologist,Obstetrician and Infertility Specialist, Laparoscopic Surgeon in KPHB, Hyderabad and has an experience of 10 years in these fields. Dr. G Neerajavalli practices at Akshara Poly Clinic in KPHB, Hyderabad. She completed MBBS from Kurnool Medical College, Kurnool in 2005 and MS - Obstetrics & Gynaecology from SVMC Tirupathi in 2009. She is a member of Indian Medical Association (IMA). Some of the services provided by the doctor are: intrauterine insemination, invitrofertilization , ICSI(intra cytoplasmic sperm injection), infertility couple evaluation,Prenatal Checkup,Nipple Problems,Pregnancy with PCOD,Perinatologist and Hysterectomy (Abdominal/Vaginal), Laparoscopic Surgeries, Hysteroscopic Surgeries etc.",99.0,98.0,73,"8/7/2024, 6:46:09 PM",0,,female
22,826002,1004545,1390817,https://imagesx.practo.com/providers/dr-swapna-mudragada-obstetrician-hyderabad-31073c7e-0aa5-4b67-a37e-9f054a02fe51.jpg,/hyderabad/doctor/dr-swapna-mudragada-gynecologist-obstetrician?practice_id=1390817&specialization=Gynecologist&referrer=doctor_listing&page_uid=b92e2470-3cfc-43c9-8b4c-96d6f97d4f8d,Dr. Swapna Mudragada,Gynecologist,MBBS,"Kakatiya Medical College, Wrangal",2002,DGO,"Osmania Medical College, Hyderabad",2005,22,Hyderabad,Narsingi,Clinic,MedSurge Clinics,500,"Dr. Swapna Mudragada is an Obstetrician and Gynaecologist with an experience of 15 years.She completed her MBBS from Kakatiya Medical College, Warangal in 2002, DGO from Osmania Medical College in 2005 and MS – Obstetrics & Gynaecology from Chalmeda Anand Rao Institute of Medical Sciences, Karimnagar in 2013.",100.0,23.0,8,"8/7/2024, 6:46:09 PM",1,,female
23,272685,361334,742807,https://imagesx.practo.com/providers/dr-t-jayaprada-gynecologist-hyderabad-6e90f31e-5b73-4a42-bbda-019894a9c22e.jpg,/hyderabad/doctor/dr-t-jayaprada-gynecologist-obstetrician-gynecologist-obstetrician?practice_id=742807&specialization=Gynecologist&referrer=doctor_listing&page_uid=b92e2470-3cfc-43c9-8b4c-96d6f97d4f8d,Dr. T. Jayaprada,Gynecologist,MD - Obstetrics & Gynaecology,"Osmania Medical College, Hyderabad",2004,MBBS,"Osmania Medical College, Hyderabad",1999,25,Hyderabad,Miyapur,Hospital,Jayaa Hospital,400,,94.0,33.0,11,"8/7/2024, 6:46:09 PM",2,,female
24,901117,1112096,1267160,https://imagesx.practo.com/providers/dr-p-annapurna-gynecologist-hyderabad-c3d144a4-f65f-4a32-a43d-a804fd68b60c.jpg,/hyderabad/doctor/p-annapurna-gynecologist-obstetrician?practice_id=1267160&specialization=Gynecologist&referrer=doctor_listing&page_uid=b92e2470-3cfc-43c9-8b4c-96d6f97d4f8d,Dr. P Annapurna,Gynecologist,MBBS,Dr. NTR University of Health Sciences Andhra Pradesh,1999,DGO,Dr. NTR University of Health Sciences Andhra Pradesh,2014,24,Hyderabad,Chanda Nagar,Hospital,Vijaya Nursing Home,650,"Dr Annapurna is an experienced Gynecologist and Obstetrician whith 24 yrs experience and 10 yrs as a specialist. Her services include Obstetric care, Gynec care, Adolescent care, Menopause care, pre-marital and pre-conceptional counselling, fertility care, cancer screening etc.",100.0,1.0,0,"8/7/2024, 6:46:09 PM",3,,female
25,833629,984505,1398153,https://imagesx.practo.com/providers/dr-swathi-thaduri-gynecologist-hyderabad-0ffc9e6a-bf26-478f-89da-0be2ce59e0c5.jpg,/hyderabad/doctor/dr-swathi-thaduri-gynecologist-obstetrician?practice_id=1398153&specialization=Gynecologist&referrer=doctor_listing&page_uid=b92e2470-3cfc-43c9-8b4c-96d6f97d4f8d,Dr. Swathi Thaduri,Gynecologist,MBBS,Dr. NTR University of Health Sciences Andhra Pradesh,2011,DNB - Obstetrics & Gynecology,"National Board of Examination, India",2017,13,Hyderabad,Nallagandla,Clinic,Mulberry Super Speciality Dental and Gynecology,500,,100.0,26.0,21,"8/7/2024, 6:46:09 PM",4,,female
26,552935,442464,1123562,https://imagesx.practo.com/providers/dr-vangallu-padmini-silpa-gynecologist-hyderabad-d7d58722-49ab-42a3-b292-0f5c6215b82f.jpg,/hyderabad/doctor/v-padmini-silpa-gynecologist-obstetrician?practice_id=1123562&specialization=Gynecologist&referrer=doctor_listing&page_uid=b92e2470-3cfc-43c9-8b4c-96d6f97d4f8d,Dr. Vangallu Padmini Silpa,Gynecologist,MBBS,"Kurnool Medical College, Kurnool",2003,DGO,"Sri Venkateswara Institute of Medical Sciences (SVIMS), Tirupati",2008,16,Hyderabad,Kondapur,Clinic,Apollo Cradle & Children’s Hospital,700,Dr Padmini Silpa has 10 years of rich experience in the field of Obstetrics and Gynaecology. She has special interest in high risk obstetrics and evidence based labour room protocols. She believes in ethical practice and holistic approach towards patient care.,89.0,99.0,30,"8/7/2024, 6:46:09 PM",5,,female
27,709654,803846,675874,https://imagesx.practo.com/providers/dr-lavanya-b-obstetrician-hyderabad-43edf670-a3ff-4a07-9dc8-f84952f08b58.jpg,/hyderabad/doctor/lavanya-b-gynecologist-obstetrician?practice_id=675874&specialization=Gynecologist&referrer=doctor_listing&page_uid=b92e2470-3cfc-43c9-8b4c-96d6f97d4f8d,Dr. Lavanya. B,Gynecologist,MBBS,Dr. NTR University of Health Sciences Andhra Pradesh,2002,MS - Obstetrics & Gynaecology,Dr. NTR University of Health Sciences Andhra Pradesh,2007,22,Hyderabad,Madhapur,Hospital,Hegde Hospital,600,"Dr. Lavanya. B is an Infertility Specialist working at Hegde Hospital in Madhapur, Hyderabad and has over 18 years of experience. She completed MBBS from Dr. NTR University of Health Sciences Andhra Pradesh in 2002 and MS - Obstetrics & Gynaecology from Dr. NTR University of Health Sciences Andhra Pradesh in 2008. She has completed her Fellowship in Reproductive Medicine from Oasis School of Human Embryology and Reproductive Medicine.",91.0,23.0,15,"8/7/2024, 6:46:09 PM",6,,female
28,817992,744696,1308855,https://imagesx.practo.com/providers/dr-nikitha-reddy-obstetrician-hyderabad-213c53e7-8e11-47e1-8af1-eca94c2f8e88.jpg,/hyderabad/doctor/dr-nikitha-reddy-gynecologist-obstetrician?practice_id=1308855&specialization=Gynecologist&referrer=doctor_listing&page_uid=b92e2470-3cfc-43c9-8b4c-96d6f97d4f8d,Dr. Nikitha Reddy,Gynecologist,MBBS,"Sri Ramachandra Medical College, Chennai",2014,MS - Obstetrics & Gynaecology,"Sri Ramachandra Medical College, Chennai",2018,10,Hyderabad,Madhapur,Clinic,Vaidya Poly Clinic,600,,100.0,23.0,12,"8/7/2024, 6:46:09 PM",7,,female
29,870158,1073088,1430525,https://imagesx.practo.com/providers/dr-shaik-rafia-gynecologist-obstetrician-hyderabad-7aea3113-fd61-4d5f-802b-88de4cf91910.jpg,/hyderabad/doctor/shaik-rafia-gynecologist-obstetrician?practice_id=1430525&specialization=Gynecologist&referrer=doctor_listing&page_uid=b92e2470-3cfc-43c9-8b4c-96d6f97d4f8d,Dr. Shaik Rafia,Gynecologist,MBBS,"Rajiv Gandhi University of Health Sciences, Bangalore, India",2010,DGO,"Kamineni Institute of Medical Sciences, Narketpally",2018,13,Hyderabad,Moula Ali,Clinic,Motherhood Hospitals,400,"Dr. Shaik Rafia is a Gynecologist and Infertility specilist in Moula Ali, Hyderabad and has an experience of 10 years in this field. Dr. Shaik Rafia practices at Motherhood Hospitals in Moula Ali, Hyderabad. She completed MBBS ,DGO and DNB and Overall experience around 10 years.",100.0,3.0,3,"8/7/2024, 6:46:09 PM",8,,female
